,winery_ID,winery,province_ID
8823,3946,Chateau Reysson,15
8824,3947,Chateau Tanesse,15
8832,3948,Ancien,7
8833,3949,Boheme,7
8837,3950,Chateau Durfort-Vivens,15
8845,3951,Garmon,3
8847,3952,Gigi Rosso,61
8851,3953,Rossi Wallace,7
8855,3954,Block Wines,17
8856,3955,Carucci,7
8858,3956,Chateau Rauzan-Segla,15
8861,3957,La Jota Vineyard,7
8870,3958,Portfolio,7
8871,3959,Chateau Leoville Barton,15
8872,3960,Herman Story,7
8873,3961,Chateau Pichon Longueville,15
8876,3962,Far Niente,7
8881,3963,Quinta Vale Dona Maria,0
8883,3964,Le Piane,61
8884,3965,Macauley,7
8885,3966,Falcone,7
8888,3967,Camille Giroud,20
8892,3968,Domaine de la Pousse d'Or,20
8916,3969,Domaine Jean Foillard,13
8917,3970,Quinta do Passadouro,0
8922,3971,Domaine Chignard,13
8933,3972,Mount Langi Ghiran,59
8937,3973,Coriole,22
8938,3974,Ata Rangi,83
8939,3975,Jean-Paul Thevenet,13
8940,3976,Santa Helena,12
8945,3977,Chateau Pierre de Montignac,15
8946,3978,Clos de Haute-Combe,13
8948,3979,Domaine des Nugues,13
8955,3980,Misiones de Rengo,23
8959,3981,Redhawk,1
8961,3982,Seven Bridges,1
8969,3983,Chateau Bouissel,34
8970,3984,Jarvis,7
8976,3985,Vinedos de Paganos,3
8978,3986,G D Vajra,61
8979,3987,Giuseppe Cortese,61
8982,3988,Cent'Anni,7
8983,3989,Domaine Gerard Fiou,69
8986,3990,Fattoria Le Pupille,26
8988,3991,Domaine Jean-Paul Balland,69
8992,3992,Sinor-LaVallee,7
8998,3993,Baer,17
9004,3994,Yangarra Estate Vineyard,22
9006,3995,Bodega Aconquija,10
9009,3996,Spindrift Cellars,1
9012,3997,Luis Alegre,3
9016,3998,Weinert,10
9025,3999,Hermann Moser,50
9035,4000,Vignobles Berthier,69
9036,4001,Villa Huesgen,8
9040,4002,Fontes da Cunha,111
9041,4003,Gradis'ciutta,40
9042,4004,Niedermayr Josef,40
9043,4005,Quinta das Bandeiras,0
9046,4006,Scott Paul,1
9048,4007,St. Urbans-Hof,8
9054,4008,Gebeshuber,143
9058,4009,Polkura,163
9059,4010,Cascina Luisin,61
9060,4011,Castello Gabiano,61
9063,4012,Coppo,61
9065,4013,Domaine Francoise Andre,20
9067,4014,Eternal,17
9068,4015,Harbes Family Vineyard,28
9071,4016,Ritual,38
9075,4017,Tensley,7
9076,4018,Terroir Al Li­mit,51
9077,4019,Vetus,3
9078,4020,Vigne dei Mastri,61
9079,4021,Vignobles Bulliat,13
9083,4022,Arnaud Baillot,20
9084,4023,Bargetto,7
9088,4024,Vinas del Vero,3
9089,4025,Pago de Carraovejas,3
9093,4026,Domaine de la Grenaudiere,69
9096,4027,Guy Saget,69
9101,4028,Vrede en Lust,220
9104,4029,Vaza,3
9105,4030,Joseph Mellot,69
9106,4031,Chateau Chatard,15
9117,4032,Ada Nada,61
9119,4033,Cascina Bongiovanni,61
9120,4034,Casetta,61
9121,4035,Chateau Castera,15
9122,4036,Chateau Gramond,15
9123,4037,Chateau la Baronnerie,15
9124,4038,Chateau la Verriere,15
9126,4039,Core Winery,7
9128,4040,Jordan,7
9131,4041,Quinta Seara d'Ordens,0
9133,4042,Familia Deicas,221
9140,4043,Targovishte,222
9145,4044,Guenoc,7
9148,4045,Casas del Toqui,64
9151,4046,Villaggio Grando,223
9154,4047,oops,64
9158,4048,Brick House,1
9159,4049,Chateau Dutruch Grand Poujeaux,15
9160,4050,Chateau Villemaurine,15
9164,4051,Ferrari,40
9166,4052,Corteforte,63
9167,4053,Dashe Cellars,7
9168,4054,Dunning Vineyards,7
9171,4055,Ridge,7
9174,4056,Schermeister,7
9175,4057,Gypsy Dancer,1
9177,4058,Weatherborne,7
9178,4059,Tobacco Road,7
9182,4060,Arnaldo Caprai,18
9186,4061,Blackjack,7
9191,4062,Castillo Clavijo,3
9194,4063,San Elias,64
9196,4064,Tololo,54
9198,4065,Chateau Lacombe Noaillac,15
9199,4066,Chono,155
9208,4067,Calcu,12
9211,4068,Le Cirque,57
9212,4069,Chateau de Jau,57
9213,4070,P.K.N.T.,14
9215,4071,Naia,3
9219,4072,Montecillo,3
9224,4073,Dominio Buenavista,105
9225,4074,Dr. H. Thanisch (Erben Muller-Burggraef),170
9227,4075,Warwick,30
9228,4076,Vina Gormaz,3
9234,4077,Nepenthe,22
9235,4078,Chateau Peyrabon,15
9236,4079,Clos du Bois,7
9238,4080,Davis Bynum,7
9239,4081,DeTierra Vineyards,7
9240,4082,Domaine Charles Baur,5
9244,4083,Siro Pacenti,26
9250,4084,K Squared Cellars,7
9251,4085,Kay Brothers,22
9252,4086,Kessler-Haak,7
9254,4087,MacRostie,7
9255,4088,Megan Anne,1
9257,4089,Miner,7
9259,4090,Podere Brizio,26
9265,4091,Hanna,7
9266,4092,Robert Hall,7
9271,4093,Trerose,26
9273,4094,Villa Calcinaia,26
9276,4095,Wait Cellars,7
9277,4096,Crespi Ranch,7
9278,4097,Domaine D'en Segur,34
9279,4098,Domaine du Theron,34
9280,4099,Eberle,7
9284,4100,Canneto,26
9286,4101,Casa Ermelinda Freitas,116
9287,4102,Chateau Lastours,34
9288,4103,Chelsea Goldschmidt,7
9290,4104,Deer Creek,1
9291,4105,Domaine de la Madone,13
9293,4106,Dr. Burklin-Wolf,101
9298,4107,Il Paradiso di Manfredi,26
9306,4108,Chateau de Bellevue,13
9308,4109,Gianni Brunelli,26
9311,4110,M. Chapoutier,44
9317,4111,Alma Rosa,7
9319,4112,Vina Robles,7
9321,4113,Windstream,7
9323,4114,PoderNuovo a Palazzone,26
9326,4115,The Dancing Fox,7
9327,4116,La Fenetre,7
9330,4117,Leopoldo I di Toscana,26
9339,4118,Ogier,44
9341,4119,Podere Monastero,26
9342,4120,Poggio Mandorlo,26
9345,4121,Semeli,129
9347,4122,Terre del Marchesato,26
9348,4123,Tom Eddy,7
9349,4124,Vega Escal,51
9351,4125,YNOT,7
9353,4126,KWV,39
9354,4127,Thorntree,39
9358,4128,Castillo de Monjardin,3
9359,4129,Masies d'Avinyo,51
9360,4130,Arroyo,3
9363,4131,Osborne Seleccion,3
9364,4132,Slowine,224
9365,4133,Condesa de Leganza,33
9371,4134,Estancia Piedra,3
9384,4135,Pursued by Bear,17
9386,4136,Smith-Madrone,7
9392,4137,Aperture,7
9393,4138,Josef Jamek,108
9394,4139,Turnbull,7
9397,4140,Chenoweth,7
9399,4141,Domaine Saint-Andre de Figuiere,58
9407,4142,Monte Clavijo,3
9408,4143,Piera Martellozzo,63
9409,4144,Siesta Wines,10
9419,4145,Domaine Jean Bousquet,10
9420,4146,Tamari­,10
9421,4147,Vini­cola de Castilla,33
9426,4148,Damas,7
9428,4149,Casa de Campo,10
9436,4150,Geyerhof,50
9439,4151,Domaine du Petit Metris,69
9446,4152,Buchegger,50
9447,4153,Chateau de Ferrand,15
9450,4154,Lecco,3
9451,4155,Maggy Hawk,7
9453,4156,Saviah,17
9454,4157,Sobrero,61
9455,4158,Talbott,7
9456,4159,Tenuta delle Terre Nere,4
9457,4160,The Tribe,7
9462,4161,Esterhazy,27
9463,4162,Fidelitas,17
9464,4163,Flywheel,7
9468,4164,Zeal,37
9483,4165,Strait Jacket,81
9485,4166,Vina Santa Cruz,12
9490,4167,Hatzimichalis,225
9491,4168,Goldwater,156
9492,4169,Gunn Estate,53
9503,4170,Cramele Halewood,226
9515,4171,Leda,3
9520,4172,Havens,7
9521,4173,Liparita,7
9523,4174,Tahbilk,59
9526,4175,Three,7
9528,4176,Wallis Family Estate,7
9531,4177,Domaine Marcel Deiss,5
9538,4178,Chateau de Lavernette,20
9540,4179,Hertelendy,7
9545,4180,Addendum,7
9548,4181,Chateau Simon,15
9550,4182,Conceito Vinhos,0
9551,4183,Domaine Rotier,34
9553,4184,Keller,7
9554,4185,Kimsey,7
9555,4186,Margerum,7
9556,4187,Montemar Wines,7
9558,4188,Quinta do Sobral,111
9564,4189,Benovia,7
9568,4190,Chateau Montelena,7
9569,4191,Elizabeth Rose,7
9570,4192,Luretta,140
9580,4193,Dr. Hermann,8
9585,4194,Vina Vilano,3
9586,4195,Adega Cooperativa Ponte de Lima,78
9588,4196,Bonneau,7
9592,4197,Johann Falkenburg,8
9596,4198,Ciu Ciu,140
9604,4199,Marques de Riscal,3
9618,4200,Domaine Pichot,69
9624,4201,Santa Lucia,21
9626,4202,Villa Mottura,21
9632,4203,Marquis de Goulaine,69
9633,4204,Mocavero,21
9634,4205,Wild Coyote,7
9635,4206,For a Song,17
9641,4207,Danielle de l'Ansee,69
9642,4208,Domaine Vincent Careme,69
9646,4209,Stemilt Creek,17
9657,4210,Adega de Favaios,0
9658,4211,Antiquum Farm,1
9662,4212,Cascina delle Rose,61
9666,4213,Della,7
9673,4214,Segal's,45
9674,4215,Shiloh Winery,41
9692,4216,Bodegas del Muni,33
9694,4217,Capa,33
9695,4218,Domaine Pouillon,17
9699,4219,Pago de la Jaraba,33
9700,4220,Adega Cooperativa do Cartaxo,229
9701,4221,Alzania,3
9703,4222,Bodegas Bleda,82
9704,4223,Matias Riccitelli,10
9705,4224,McGah Family,7
9711,4225,Piazzo Armando,61
9712,4226,Provenance Vineyards,7
9713,4227,Purcari,185
9715,4228,Quinta da Casaboa,85
9724,4229,ZD,7
9729,4230,Adelaida,7
9732,4231,Amici,7
9734,4232,I Sodi,26
9736,4233,Adler Fels,7
9740,4234,Balestri Valda,63
9741,4235,Banfi,26
9746,4236,Carmel,45
9747,4237,Cielo,7
9749,4238,Roquevale,42
9754,4239,Tassi,26
9758,4240,Tokara,39
9760,4241,Bollig-Lehnert,8
9762,4242,Kikelet,47
9763,4243,LangeTwins,7
9770,4244,Schmitges,170
9777,4245,Kurt Hain,170
9778,4246,Flechas de los Andes,10
9782,4247,Domaine de la Vougeraie,20
9785,4248,JLC,17
9794,4249,Mueller Family Vineyards,7
9799,4250,Sogrape,42
9802,4251,Territorial,1
9803,4252,Domaine Coustarret,34
9806,4253,Boekenoogen,7
9808,4254,Casella,22
9812,4255,Dionysos,166
9816,4256,Badia a Coltibuono,26
9819,4257,Joseph Swan Vineyards,7
9828,4258,Hugh Hamilton,22
9840,4259,Sherwood House Vineyards,28
9843,4260,Villa des Anges,57
9845,4261,Jean-Claude Debeaune,20
9846,4262,Lander-Jenkins,7
9848,4263,Left Bend,7
9851,4264,Mont Marcal,51
9853,4265,Old Soul,7
9861,4266,Herve Kerlann,20
9863,4267,Cantina di Sorbara,18
9865,4268,Chateau du Carrubier,58
9866,4269,Coyote Canyon,17
9867,4270,Domaine de l'Echelette,20
9869,4271,Three Thieves,7
9871,4272,Trenza,7
9872,4273,Van Loveren,102
9873,4274,Ventolaio,26
9875,4275,Buehler,7
9880,4276,De Wetshof,102
9881,4277,DeLorimier,7
9882,4278,Domaine de Dauliac,34
9884,4279,Glenelly,30
9888,4280,Luddite,224
9889,4281,Merotto,63
9890,4282,Pedroncelli,7
9892,4283,Domaine Boyar,196
9894,4284,Leon Perdigal,44
9896,4285,Painted Wolf,110
9903,4286,Julien Schaal,5
9909,4287,Nyetimber,162
9916,4288,Galerie,7
9918,4289,Jean Biecher & Fils,5
9923,4290,Moet & Chandon,19
9925,4291,Nickel & Nickel,7
9929,4292,Joseph,22
9933,4293,Schumann-Naegler,60
9940,4294,Nicholas Cole Cellars,17
9950,4295,J Wrigley,1
9954,4296,Marilena Barbera,4
9955,4297,McClean,7
9960,4298,Paramus,3
9961,4299,Lake Chalice,37
9962,4300,Winery at La Grange,11
9966,4301,Spadafora,4
9969,4302,Terrazze dell'Etna,4
9972,4303,Alessandro di Camporeale,4
9973,4304,Barone Montalto,4
9975,4305,Chloe,7
9976,4306,Contrada Santo Spirito di Passopisciaro,4
9977,4307,Kana,17
9983,4308,Nick Goldschmidt,37
9994,4309,Ponga,37
10011,4310,Chateau de Malengin,15
10018,4311,Vincent Couche,19
10022,4312,Jean-Claude Boisset,20
10029,4313,Dehesa de los Llanos,33
10030,4314,I Favati,21
10032,4315,Vina Herminia,3
10036,4316,Domaine Charles Frey,5
10044,4317,Andean,10
10047,4318,Bodegas Fuentespina,3
10052,4319,Chateau Barbanau,58
10053,4320,Chateau Margui,58
10057,4321,Orsi Family Vineyards,7
10058,4322,Ossian,3
10059,4323,Whitehall Lane,7
10061,4324,Kicker Cane,7
10062,4325,Kontokosta,28
10066,4326,Rigal,34
10072,4327,Val di Suga,26
10073,4328,Vin Vault,7
10076,4329,Zoetic Wines,7
10079,4330,Cave de Tain,44
10081,4331,Dachshund,230
10112,4332,Finca Decero,10
10114,4333,Due Vigne,7
10117,4334,Hard Row To Hoe,17
10121,4335,Beresan,17
10122,4336,Cabot Vineyards,7
10128,4337,Marques de Teran,3
10132,4338,Jules Taylor,37
10150,4339,Ciabot Berton,61
10163,4340,Migration,7
10165,4341,Negretti,61
10167,4342,Pingao,3
10168,4343,Ruta 22,10
10169,4344,Sun Garden,101
10172,4345,Chateau du Caillau,34
10175,4346,Chateau Walla Walla,17
10177,4347,Le Grand Vallat,44
10180,4348,Marques de Monistrol,51
10190,4349,Sweet Valley,17
10192,4350,Fernandez de Pierola,3
10195,4351,Mayo,7
10198,4352,Raymond Beck,44
10208,4353,Barefoot Cellars,7
10221,4354,Montaudon,19
10229,4355,Laelaps,1
10232,4356,Lumos,1
10241,4357,Thanisch,8
10242,4358,Toni Jost,60
10244,4359,Ground Boots,7
10245,4360,Christian Leperchois,44
10252,4361,Envy,7
10257,4362,Weninger,27
10258,4363,Chateau de Costis,15
10259,4364,Chateau du Cros,15
10261,4365,Chateau Haut-Mongeat,15
10267,4366,Longplay,1
10268,4367,Maison Bouey,15
10270,4368,Antonelli,18
10271,4369,Caves de Rauzan,15
10272,4370,Chateau Brethous,15
10273,4371,Tabarrini,18
10275,4372,Cirulli,18
10285,4373,Picos Pardos,3
10290,4374,Å toka,233
10291,4375,Toriles,3
10295,4376,Marques de Gelida,51
10301,4377,Bibich,234
10311,4378,Riverhaven,1
10313,4379,Bouchard Finlayson,224
10317,4380,Mountford,235
10319,4381,Chateau Behere Courtin,15
10320,4382,Chateau la Tour de Bessan,15
10322,4383,Vieux Chateau des Templiers,15
10327,4384,Domaine des Roches Neuves,69
10331,4385,Vavasour,106
10332,4386,Vina Mein,24
10342,4387,Leira,24
10346,4388,Quinta da Gaivosa,95
10349,4389,Chateau l'Esperance,15
10350,4390,Croma Vera,7
10351,4391,Demarie,61
10353,4392,Ellena,61
10354,4393,Encanto,3
10355,4394,Finca Jakue,3
10357,4395,Taron,3
10358,4396,Almquist,17
10361,4397,Aspaldi,3
10364,4398,Carravid,3
10365,4399,Chateau Croix de Mission,15
10367,4400,Chateau de Parenchere,15
10368,4401,Chateau du Juge,15
10371,4402,Indigene,7
10374,4403,Latah Creek,17
10375,4404,Golser Wein,27
10385,4405,Chateau d'Orschwihr,5
10394,4406,Saggi,17
10397,4407,Iby,27
10400,4408,Mas Amiel,57
10402,4409,Arrocal,3
10411,4410,Rombauer,7
10412,4411,Round Pond,7
10431,4412,Venge,7
10432,4413,Vidon Vineyard,1
10433,4414,Villa Raiano,21
10441,4415,Tierra Prometida,10
10444,4416,Tapiz,10
10446,4417,Two Oceans,39
10448,4418,Domaine Thierry Mortet,20
10459,4419,Tango Rei l,10
10460,4420,Earthquake,7
10462,4421,Artisan Uprising,7
10467,4422,Bodegas Imperiales,3
10468,4423,Domaine Coudoulis,44
10469,4424,Weingut Weber,92
10470,4425,Castello di Meleto,26
10471,4426,Cecchi,26
10475,4427,Diadema,26
10477,4428,Zacharias,130
10487,4429,Espana Robles,7
10488,4430,Moli­ dels Capellans,51
10494,4431,Domaine de la Tour Boisee,25
10495,4432,Domaine du Moulin Berger,13
10496,4433,Meerlust,30
10497,4434,Mommessin,13
10501,4435,Schwarzbock,67
10507,4436,Black Pearl,164
10509,4437,Diamond River,236
10513,4438,Gracia de Chile,23
10515,4439,Recoletas,3
10523,4440,Vina Costeira,24
10524,4441,Vina Mayor,3
10526,4442,Four Vines,7
10527,4443,Pueblo del Sol,221
10530,4444,Bonnet-Huteau,69
10533,4445,Bruder Dr. Becker,6
10538,4446,Caves Cooperatives de Donnas,104
10543,4447,Tangent,7
10545,4448,Edeti ria,51
10547,4449,Girlan,40
10548,4450,Weingut Georg Albrecht Schneider,6
10552,4451,Librandi,21
10553,4452,Marangona,70
10554,4453,Peter Zemmer,40
10557,4454,Rhiannon,7
10558,4455,Terre de Vignerons,25
10560,4456,Calvet,15
10561,4457,Chateau de Belcier,15
10562,4458,Chateau Les Bertrands,15
10572,4459,Chateau Marot,15
10575,4460,Geyser Peak,7
10576,4461,Gray Ghost,11
10577,4462,Junta,54
10578,4463,Mario Perelli-Minetti,7
10580,4464,Salvestrin,7
10583,4465,Hess Select,7
10584,4466,Horton,11
10586,4467,Marichal,161
10587,4468,Luce della Vite,26
10590,4469,Baiting Hollow Farm Vineyard,28
10592,4470,Chateau de la Greniere,15
10598,4471,Mate,26
10601,4472,Ci  dei Frati,70
10602,4473,Chacewater,7
10603,4474,Chateau de Berne,58
10607,4475,Chateau Minuty,58
10608,4476,Chateau Roubine,58
10609,4477,Chateau Sainte Marguerite,58
10610,4478,Clos LaChance,7
10613,4479,Expression 39,7
10614,4480,Fabre Montmayou,10
10615,4481,Fritz,7
10617,4482,Wieninger,238
10621,4483,Ancient Peaks,7
10625,4484,Chateau du Galoupet,58
10626,4485,Chateau Saint-Maur,58
10627,4486,Chene,7
10628,4487,Citari,70
10629,4488,Den Hoed,17
10641,4489,Ara,37
10645,4490,Bazelet HaGolan,45
10646,4491,Belhurst,28
10651,4492,Convento San Francisco,3
10656,4493,Domaine Chasselay,13
10657,4494,Lujon,17
10660,4495,Altozano,33
10661,4496,Baron Philippe de Rothschild,15
10662,4497,Bodega NQN,9
10664,4498,Chateau Briot,15
10665,4499,Chateau Chaubinet,15
10668,4500,Chateau Vieux Ferrand,15
10669,4501,Don Olegario,24
10673,4502,San Huberto,9
10677,4503,Louis Drescher,51
10679,4504,Finca Los Maza,10
10682,4505,Des Voigne Cellars,17
10683,4506,Cantine Maschio,63
10684,4507,Collegiale des Domaines de Loire,69
10686,4508,Bougrier,69
10688,4509,Cavazza,63
10689,4510,Le Vigne di Alice,63
10691,4511,Nobilissima,63
10694,4512,Baldi,63
10697,4513,Mancan,7
10698,4514,Adria Vini,63
10699,4515,Art of Earth,6
10701,4516,Albert Besombes,69
10702,4517,Amore di Amanti,63
10708,4518,Les Vignerons du Pallet,69
10712,4519,La Zorra,33
10715,4520,Black Hills,172
10718,4521,Hillinger,48
10720,4522,Lagler,108
10724,4523,Muhr-Van der Niepoort,144
10727,4524,Painted Rock,172
10729,4525,Leone de Castris,21
10731,4526,Mantlerhof,50
10732,4527,Mario Gagliasso,61
10738,4528,Burbank Ranch,7
10739,4529,Church & State,172
10742,4530,Corvus,17
10751,4531,Vinha Paz,111
10755,4532,Quinta do Quetzal,32
10771,4533,Cola,70
10775,4534,Domaine les Cantates,25
10777,4535,Fattoria di Grignano,26
10778,4536,Ferghettina,70
10780,4537,Dr. Pauly Bergweiler,8
10781,4538,Veuve Clicquot Ponsardin,19
10782,4539,Villa,70
10786,4540,Lantieri de Paratico,70
10807,4541,Lagar del Rey,3
10811,4542,Portal del Priorat,51
10812,4543,Cantina Terre del Barolo,61
10813,4544,Cascina Saria,61
10814,4545,Castillo's Hillside Shire,7
10815,4546,Cave de Lugny,20
10818,4547,Chateau La Greffiere,20
10819,4548,Domaine de Cabriac,57
10821,4549,J.R. Dill,28
10823,4550,San Silvestro,61
10835,4551,Peter Lehmann,22
10853,4552,Cottini,63
10856,4553,Nicolis,63
10861,4554,Lafage,57
10862,4555,Domaine Calvet-Thunevin,57
10863,4556,Chateau Avernus,57
10870,4557,Rotari,40
10874,4558,Monte dall'Ora,63
10879,4559,Rivera,21
10881,4560,Skoff,75
10882,4561,St. Hubertus,172
10886,4562,Borjon,7
10888,4563,Canvasback,17
10889,4564,Chateau Haut-Monplaisir,34
10891,4565,Domaine du Fief aux Dames,69
10892,4566,Domenico Clerico,61
10899,4567,Freeman,7
10907,4568,Cantine Paolo Leo,21
10908,4569,Bisol,63
10911,4570,Cave de Hunawihr,5
10914,4571,Continuum,7
10917,4572,Domaine Eden,7
10920,4573,Esterlin,19
10926,4574,Raccaro,40
10929,4575,Lavinea,1
10934,4576,Windrun,7
10943,4577,Sedosa,33
10945,4578,La Fleur Ribeyrolles,15
10949,4579,Chateau Champ du Moulin,15
10951,4580,Chateau Saint-Florin,15
10952,4581,Cheval Quancard,15
10955,4582,Elephant Seven,17
10959,4583,A. de Luze et Fils,15
10960,4584,Bodkin,7
10961,4585,Altamira,10
10967,4586,Finca La Luz,10
10977,4587,Domaine de Nalys,44
10983,4588,Chateau de la Jaubertie,34
10992,4589,Apatsagi,239
10993,4590,Bryn Mawr Vineyards,1
10994,4591,Casa Agricola Alexandre Relvas,32
11000,4592,Col dei Venti,61
11001,4593,Delgado,7
11002,4594,Dois Irmaos,1
11006,4595,Florian Roblin,69
11008,4596,Heart Catcher,1
11016,4597,Tenuta Santo Pietro,26
11018,4598,Weingut Stadt Lahr,153
11021,4599,Chateau les Reuilles,15
11028,4600,Vincent Lataste,34
11031,4601,Bonterra,7
11037,4602,La Calonica,26
11039,4603,Marcato,63
11044,4604,Il Molino di Grace,26
11045,4605,Iris Vineyards,1
11046,4606,J. Rickards,7
11047,4607,Joseph Sogge,7
11048,4608,La Castellina,26
11049,4609,Domaine Chiroulet,34
11053,4610,Trig Point,7
11054,4611,Tyler Florence,7
11055,4612,R. Stuart & Co.,1
11062,4613,L'Oliveto,7
11063,4614,Martha's Wines,95
11065,4615,Palmer & Co,19
11068,4616,Rocca di Castagnoli,26
11069,4617,Silver Mountain,7
11071,4618,Alchemist,1
11073,4619,Baehner Fournier,7
11075,4620,Maison Basque,7
11079,4621,Buffalo Ridge,7
11082,4622,Michel Lynch,15
11085,4623,Seigneurs de Bergerac,34
11086,4624,Mont Tauch,57
11105,4625,Crocedimezzo,26
11106,4626,Domaine Maestracci,25
11107,4627,Gimenez Mendez,237
11111,4628,Tbilvino,160
11112,4629,Anew,17
11114,4630,Bolla,63
11115,4631,Tom Gore,7
11117,4632,Yves Leccia,25
11118,4633,786 Wines,7
11123,4634,Black Cottage,37
11124,4635,Borrellie,7
11125,4636,Irwin Family Vineyards,7
11126,4637,Castoro Cellars,7
11131,4638,Etienne Boileau,20
11133,4639,Cloudlift Cellars,17
11136,4640,Clos d'Audhuy,34
11137,4641,Co Dinn,17
11138,4642,Domaine Guy & Yan Dufouleur,20
11143,4643,K Cellars,196
11144,4644,Kossler,40
11146,4645,La Mannella,26
11155,4646,Schloss Saarstein,8
11156,4647,Thomas Schmitt,8
11159,4648,Otero Ramos,10
11165,4649,San Juan Vineyards,17
11166,4650,Vila,10
11167,4651,Bodegas Escorihuela,10
11171,4652,Chateau Morrisette,11
11183,4653,Yellow Hawk Cellar,17
11186,4654,Benanti,4
11187,4655,Campo Eliseo,3
11188,4656,Cepa 21,3
11193,4657,Domaine Chanson,20
11194,4658,Domaine Rossignol-Trapet,20
11208,4659,Domaine Chantal Lescure,20
11210,4660,Nicolas Gaudry,69
11214,4661,Scroll,7
11218,4662,Silvano Bolmida,61
11219,4663,Stefania Mezzetti,26
11221,4664,Tenute dei Vallarino,61
11229,4665,French Creek,17
11230,4666,Giannoni Fabbri,26
11235,4667,Lost Canyon,7
11237,4668,Musso,61
11242,4669,Musset-Roullier,69
11260,4670,Horse & Plow,7
11266,4671,Cormons,40
11268,4672,Domaine de Jarras,57
11269,4673,Domaine Grosbois,69
11271,4674,El Pensador,3
11272,4675,Harmonique,7
11273,4676,Helwig,7
11274,4677,Herdade dos Coelheiros,32
11275,4678,Jacob Williams,1
11278,4679,Kramer,1
11281,4680,Barao de Vilar,0
11289,4681,Apsara,7
11290,4682,Ari­nzano,3
11291,4683,Benessere,7
11292,4684,Bertrand-Delespierre,19
11297,4685,Castel Boglione,61
11298,4686,Castello Bonomi,70
11301,4687,Chassenay d'Arce,19
11303,4688,Chateau du Seguinier,15
11304,4689,Chateau Jean Faux,15
11305,4690,Chateau Jussas,15
11306,4691,Chateau la Freynelle,15
11307,4692,Chateau Labatut,15
11308,4693,Chateau Les Martins,15
11309,4694,Chateau Rocher Bellevue,15
11313,4695,Contadi Castaldi,70
11321,4696,Markowitsch,144
11322,4697,Mollie,7
11323,4698,Nittnaus Anita und Hans,27
11327,4699,Groth,7
11328,4700,Heribert Bayer,27
11330,4701,Justin,7
11333,4702,Tinhof,27
11335,4703,Weszeli,73
11336,4704,Clos du Marquis,15
11339,4705,Franz Hirtzberger,108
11341,4706,Chateau Couhins-Lurton,15
11347,4707,Anko,9
11351,4708,Bodegas Tintoralba,33
11356,4709,Chateau de Ricaud,15
11358,4710,Chateau Les Gravieres de la Brandille,15
11364,4711,Mil Piedras,10
11365,4712,Raimat,51
11366,4713,The Loyal Companion,7
11367,4714,Chateau de Lavagnac,15
11369,4715,Espectacle,51
11375,4716,Barons V,17
11378,4717,Castillo Labastida,3
11379,4718,Celler Arche Pages,3
11380,4719,Chateau Bel Air Perponcher,15
11382,4720,Chateau du Domaine de l'Eglise,15
11383,4721,Chateau Fombrauge,15
11384,4722,Chateau Fonseche,15
11385,4723,Chateau Joinin,15
11389,4724,Chateau Malbec,15
11390,4725,Chateau Mongravey,15
11391,4726,Chateau Reverdi,15
11396,4727,Highlands,7
11397,4728,Anaba,7
11400,4729,Chateau Bois Malot,15
11401,4730,Chateau de Rayne Vigneau,15
11406,4731,Dobbes Family Estate,1
11410,4732,Fortress,7
11411,4733,Garage Wine Co.,14
11414,4734,Jaxon,1
11416,4735,Lawer,7
11418,4736,Little Giant,7
11419,4737,M2,7
11425,4738,Sbragia,7
11427,4739,Phillips Hill,7
11430,4740,Vizar,3
11434,4741,Tenuta San Guido,26
11438,4742,Carden,1
11439,4743,Castello del Terriccio,26
11441,4744,Chateau Saint Esteve d'Uchaux,44
11443,4745,Chene Bleu,44
11444,4746,Cutruzzola,7
11449,4747,Foursight,7
11450,4748,Gagliole,26
11451,4749,Goat Bubbles,7
11452,4750,Vina Olabarri,3
11455,4751,Pey-Marin,7
11466,4752,Domaine A. Machard de Gramont,20
11468,4753,Domaine Charly Nicolle,20
11471,4754,Dog Point,37
11476,4755,Weibel Family,7
11477,4756,Mission Estate,53
11485,4757,Vina Tabali­,55
11486,4758,Charles Joguet,69
11488,4759,Domaine Thomas & Fils,69
11494,4760,Casa Cadaval,80
11496,4761,Cullen,81
11498,4762,Enrique Mendoza,82
11499,4763,Ermisch,1
11501,4764,Francesc Sanchez Bas,51
11514,4765,Domaine des Rochelles,69
11528,4766,DeWaal,30
11534,4767,Viniterra,10
11551,4768,Murray Street,22
11558,4769,JCR,7
11565,4770,N. Kendall Wines,28
11566,4771,Prodigal,7
11569,4772,Signal Ridge,7
11572,4773,Amor Fati,7
11577,4774,Casa Smith,17
11582,4775,Domaine de Roche-Guillon,13
11583,4776,Domaine Rossignol-Fevrier Pere et Fils,20
11586,4777,Vinum Cellars,7
11591,4778,Hacienda La Lomita,77
11606,4779,Bodega El Transito,9
11616,4780,Signano,26
11617,4781,Terra Silvestre,80
11619,4782,Vins Descombe,25
11620,4783,A Blooming Hill Vineyard,1
11622,4784,Casa de Cambres,0
11625,4785,Director's Cut,7
11633,4786,Schwarz Wine Company,22
11641,4787,Bernard et Christophe Richel,25
11642,4788,Vellum,7
11644,4789,Cremaschi Furlotti,36
11647,4790,Harney Lane,7
11648,4791,Forget-Brimont,19
11652,4792,Manzone,61
11653,4793,Narrow Gate,7
11658,4794,Russo,26
11664,4795,Six Sigma Ranch,7
